dataset,backend,vector,index,serial,parallel,absDiff,relDiff
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","dndtAse",96,-4.8845779510368876,-5.4400187261059507,0.55544077506906309,0.1137131561082274
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","dndtAse",97,-5.2183428012881654,-5.6721876558692932,0.45384485458112778,0.086971069525960357
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","dndtAse",98,-4.9152314493802471,-5.4612021984165215,0.54597074903627441,0.11107732253485539
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","dndtAse",99,-5.0677436656100117,-5.5115913889169139,0.44384772330690225,0.087582907225335294
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","dndtAse",100,-2.4743090172455462,-3.0275918205053363,0.55328280325979007,0.22361103621394726
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",0,0.0010917526669800282,0.0018313099863007665,0.00073955731932073832,0.67740372127185045
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",1,0.0011053355410695076,0.0018404523143544793,0.00073511677328497171,0.66506209740951849
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",2,0.0011015144409611821,0.0018473155796527863,0.00074580113869160414,0.6770688707819551
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",3,0.0010975506156682968,0.0018447237089276314,0.00074717309325933456,0.68076413296381966
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",4,0.0010892428690567613,0.0018363653216511011,0.00074712245259433985,0.68590988641616413
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",5,0.013310792855918407,0.015132668428122997,0.0018218755722045898,0.13687205502522154
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",6,0.013302481733262539,0.015116986818611622,0.0018145050853490829,0.13640350137162421
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",7,0.013242926448583603,0.015102571807801723,0.0018596453592181206,0.14042555974604987
"/home/th/workspace/myhaseonpu/example/c_example/input/cylindrical","Host_Cpu_CpuSerial","phiAse",8,0.013435737229883671,0.015148226171731949,0.001712488941848278,0.12745775781022067
